date,heure,prix_debut,prix_haut,prix_bas,prix_fin,volume,prix_fin_suiv,direction_up,difference,change 10 points,change 50 points
2020.01.08,00:00,1.11526,1.11677,1.11013,1.1105,57791,1.11048,0,-47.6,1,0
2020.01.09,00:00,1.1105,1.11199,1.10921,1.11048,38034,1.11205,0,-0.2,0,0
2020.01.10,00:00,1.11048,1.11287,1.10847,1.11205,35001,1.11335,1,15.7,1,0
2020.01.13,00:00,1.11177,1.11465,1.11121,1.11335,30379,1.11271,1,15.8,1,0
2020.01.14,00:00,1.11335,1.1144,1.11037,1.11271,37256,1.11492,0,-6.4,0,0
2020.01.15,00:00,1.11281,1.11629,1.11181,1.11492,33920,1.11355,1,21.1,1,0
2020.01.16,00:00,1.11489,1.11723,1.11275,1.11355,36463,1.1089,0,-13.4,1,0
2020.01.17,00:00,1.11355,1.11421,1.10857,1.1089,33354,1.10941,0,-46.5,1,0
2020.01.20,00:00,1.10898,1.1102,1.10763,1.10941,22679,1.10816,1,4.3,0,0
2020.01.21,00:00,1.10941,1.11176,1.10805,1.10816,34636,1.10917,0,-12.5,1,0
2020.01.22,00:00,1.10816,1.10979,1.10697,1.10917,36993,1.10539,1,10.1,1,0
2020.01.23,00:00,1.10917,1.11082,1.10359,1.10539,43319,1.10252,0,-37.8,1,0
2020.01.24,00:00,1.10539,1.10611,1.1019,1.10252,38725,1.10181,0,-28.7,1,0
2020.01.27,00:00,1.10294,1.1037,1.10092,1.10181,40707,1.10217,0,-11.3,1,0
2020.01.28,00:00,1.10182,1.10247,1.09974,1.10217,35742,1.10096,1,3.5,0,0
2020.01.29,00:00,1.10217,1.10272,1.09919,1.10096,34281,1.10309,0,-12.1,1,0
2020.01.30,00:00,1.10095,1.10388,1.10064,1.10309,41105,1.1094,1,21.4,1,0
2020.01.31,00:00,1.10309,1.10947,1.10164,1.1094,44955,1.10589,1,63.1,1,1
2020.02.03,00:00,1.10906,1.1092,1.1035,1.10589,43300,1.10432,0,-31.7,1,0
2020.02.04,00:00,1.10587,1.10639,1.10323,1.10432,42281,1.09986,0,-15.5,1,0
2020.02.05,00:00,1.10431,1.10474,1.09931,1.09986,40514,1.09824,0,-44.5,1,0
2020.02.06,00:00,1.09986,1.10134,1.09639,1.09824,35035,1.09427,0,-16.2,1,0
2020.02.07,00:00,1.09824,1.09845,1.09416,1.09427,45510,1.09102,0,-39.7,1,0
2020.02.10,00:00,1.09433,1.0957,1.09072,1.09102,33547,1.0914,0,-33.1,1,0
2020.02.11,00:00,1.09102,1.09243,1.08908,1.0914,35936,1.08725,1,3.8,0,0
2020.02.12,00:00,1.09141,1.09251,1.0865,1.08725,35832,1.08406,0,-41.6,1,0
2020.02.13,00:00,1.08704,1.08883,1.08335,1.08406,39726,1.08298,0,-29.8,1,0
2020.02.14,00:00,1.08405,1.08608,1.08268,1.08298,33744,1.08338,0,-10.7,1,0
2020.02.17,00:00,1.08405,1.08505,1.08287,1.08338,25017,1.07907,0,-6.7,0,0
2020.02.18,00:00,1.08341,1.08368,1.07848,1.07907,39799,1.08035,0,-43.4,1,0
2020.02.19,00:00,1.07906,1.08113,1.07817,1.08035,38160,1.07838,1,12.9,1,0
2020.02.20,00:00,1.08033,1.08208,1.07775,1.07838,46498,1.08471,0,-19.5,1,0
2020.02.21,00:00,1.07837,1.0863,1.07824,1.08471,45018,1.08518,1,63.4,1,1
2020.02.24,00:00,1.08234,1.08715,1.08046,1.08518,60732,1.08799,1,28.4,1,0
2020.02.25,00:00,1.08516,1.08897,1.08296,1.08799,66120,1.08802,1,28.3,1,0
2020.02.26,00:00,1.08792,1.09081,1.08544,1.08802,67093,1.09988,1,1,0,0
2020.02.27,00:00,1.088,1.10059,1.08764,1.09988,81079,1.1029,1,118.8,1,1
2020.02.28,00:00,1.09996,1.10524,1.09504,1.1029,101669,1.11323,1,29.4,1,0
2020.03.02,00:00,1.10434,1.11841,1.10358,1.11323,105804,1.11706,1,88.9,1,1
2020.03.03,00:00,1.11316,1.12126,1.10947,1.11706,100134,1.11345,1,39,1,0
2020.03.04,00:00,1.11703,1.11871,1.10949,1.11345,81858,1.12367,0,-35.8,1,0
2020.03.05,00:00,1.11343,1.12443,1.11191,1.12367,77485,1.12898,1,102.4,1,1
2020.03.06,00:00,1.12366,1.13542,1.12109,1.12898,116142,1.14496,1,53.2,1,1
2020.03.09,00:00,1.13426,1.1496,1.13393,1.14496,165026,1.12913,1,107,1,1
2020.03.10,00:00,1.14472,1.14575,1.12745,1.12913,156867,1.12603,0,-155.9,1,1
2020.03.11,00:00,1.12913,1.13662,1.12496,1.12603,178644,1.11663,0,-31,1,0
2020.03.12,00:00,1.12598,1.13328,1.1055,1.11663,224058,1.11021,0,-93.5,1,1
2020.03.13,00:00,1.11682,1.12207,1.10545,1.11021,227388,0,0,-66.1,1,1
