date,heure,prix_debut,prix_haut,prix_bas,prix_fin,volume,prix_fin_suiv,direction_up,difference,change 10 points,change 50 points
2018.12.03,00:00,1.1351,1.13793,1.13188,1.13528,85925,1.13413,1,1.8,0,0
2018.12.04,00:00,1.13531,1.14182,1.1318,1.13413,104847,1.13436,0,-11.8,1,0
2018.12.05,00:00,1.13421,1.13608,1.13101,1.13436,64760,1.13718,1,1.5,0,0
2018.12.06,00:00,1.13431,1.14121,1.13206,1.13718,117559,1.13786,1,28.7,1,0
2018.12.07,00:00,1.1372,1.14233,1.136,1.13786,100909,1.13555,1,6.6,0,0
2018.12.10,00:00,1.13921,1.14423,1.135,1.13555,110136,1.13155,0,-36.6,1,0
2018.12.11,00:00,1.13563,1.13997,1.13059,1.13155,100111,1.13678,0,-40.8,1,0
2018.12.12,00:00,1.1315,1.13868,1.13145,1.13678,105182,1.13626,1,52.8,1,1
2018.12.13,00:00,1.13672,1.13928,1.13308,1.13626,91049,1.13059,0,-4.6,0,0
2018.12.14,00:00,1.13616,1.13646,1.12692,1.13059,86383,1.13467,0,-55.7,1,1
2018.12.17,00:00,1.13011,1.13573,1.1301,1.13467,83081,1.13599,1,45.6,1,0
2018.12.18,00:00,1.13468,1.14018,1.13362,1.13599,91725,1.13744,1,13.1,1,0
2018.12.19,00:00,1.13591,1.14388,1.13591,1.13744,116150,1.14448,1,15.3,1,0
2018.12.20,00:00,1.13728,1.14854,1.13697,1.14448,133721,1.13693,1,72,1,1
2018.12.21,00:00,1.14448,1.14737,1.13556,1.13693,118066,1.1416,0,-75.5,1,1
2018.12.24,00:00,1.1371,1.14381,1.13603,1.1416,90405,1.13516,1,45,1,0
2018.12.26,00:00,1.14139,1.14143,1.13423,1.13516,65114,1.14278,0,-62.3,1,1
2018.12.27,00:00,1.1352,1.14537,1.13512,1.14278,140563,1.14431,1,75.8,1,1
2018.12.28,00:00,1.14276,1.14723,1.14258,1.14431,110638,1.14449,1,15.5,1,0
2018.12.31,00:00,1.14367,1.14657,1.1421,1.14449,73883,1.13428,1,8.2,0,0
2019.01.02,00:00,1.14451,1.14963,1.13247,1.13428,101859,1.13922,0,-102.3,1,1
2019.01.03,00:00,1.13425,1.14106,1.13031,1.13922,149147,1.13942,1,49.7,1,0
2019.01.04,00:00,1.1392,1.14185,1.13453,1.13942,118196,1.14731,1,2.2,0,0
2019.01.07,00:00,1.13963,1.14822,1.13951,1.14731,86703,1.14404,1,76.8,1,1
2019.01.08,00:00,1.14732,1.14842,1.14215,1.14404,87159,1.15414,0,-32.8,1,0
2019.01.09,00:00,1.1441,1.15576,1.14362,1.15414,113959,1.14991,1,100.4,1,1
2019.01.10,00:00,1.15416,1.15695,1.1484,1.14991,107570,1.14671,0,-42.5,1,0
2019.01.11,00:00,1.14996,1.154,1.14576,1.14671,92940,1.14674,0,-32.5,1,0
2019.01.14,00:00,1.1458,1.14817,1.14501,1.14674,85554,1.14122,1,9.4,0,0
2019.01.15,00:00,1.14671,1.14893,1.13815,1.14122,112492,1.13904,0,-54.9,1,1
2019.01.16,00:00,1.1412,1.14245,1.13774,1.13904,90047,1.13878,0,-21.6,1,0
2019.01.17,00:00,1.1391,1.14056,1.13696,1.13878,95895,1.1361,0,-3.2,0,0
2019.01.18,00:00,1.13881,1.14098,1.13528,1.1361,86132,1.13643,0,-27.1,1,0
2019.01.21,00:00,1.13598,1.13907,1.13564,1.13643,56852,1.13588,1,4.5,0,0
2019.01.22,00:00,1.13662,1.13733,1.13356,1.13588,76259,1.13797,0,-7.4,0,0
2019.01.23,00:00,1.13593,1.1394,1.13504,1.13797,76850,1.13029,1,20.4,1,0
2019.01.24,00:00,1.13796,1.1391,1.12888,1.13029,108007,1.14046,0,-76.7,1,1
2019.01.25,00:00,1.13025,1.14172,1.13,1.14046,99054,1.14268,1,102.1,1,1
2019.01.28,00:00,1.14006,1.14433,1.13897,1.14268,74154,1.14313,1,26.2,1,0
2019.01.29,00:00,1.14268,1.14498,1.14108,1.14313,93615,1.14785,1,4.5,0,0
2019.01.30,00:00,1.14302,1.1501,1.14058,1.14785,99350,1.14463,1,48.3,1,0
2019.01.31,00:00,1.1478,1.15138,1.14352,1.14463,101927,1.1455,0,-31.7,1,0
2019.02.01,00:00,1.1446,1.14881,1.14339,1.1455,88181,1.14355,1,9,0,0
2019.02.04,00:00,1.14509,1.146,1.14238,1.14355,69134,1.14051,0,-15.4,1,0
2019.02.05,00:00,1.14365,1.14401,1.14008,1.14051,70194,1.13607,0,-31.4,1,0
2019.02.06,00:00,1.14041,1.14091,1.13604,1.13607,69078,1.13398,0,-43.4,1,0
2019.02.07,00:00,1.13611,1.1368,1.13238,1.13398,75247,1.13201,0,-21.3,1,0
2019.02.08,00:00,1.13398,1.13504,1.13198,1.13201,59032,1.12744,0,-19.7,1,0
2019.02.11,00:00,1.13202,1.13296,1.12668,1.12744,62931,1.13249,0,-45.8,1,0
2019.02.12,00:00,1.12742,1.13392,1.12571,1.13249,63863,1.12598,1,50.7,1,1
2019.02.13,00:00,1.13244,1.1341,1.12598,1.12598,67790,1.12949,0,-64.6,1,1
2019.02.14,00:00,1.12588,1.13093,1.12487,1.12949,81438,1.12963,1,36.1,1,0
2019.02.15,00:00,1.12942,1.13057,1.12336,1.12963,73060,1.13084,1,2.1,0,0
2019.02.18,00:00,1.12912,1.13334,1.12884,1.13084,48338,1.13392,1,17.2,1,0
2019.02.19,00:00,1.13085,1.1357,1.12751,1.13392,75806,1.1336,1,30.7,1,0
2019.02.20,00:00,1.13391,1.13707,1.13246,1.1336,73454,1.13347,0,-3.1,0,0
2019.02.21,00:00,1.13356,1.1366,1.13186,1.13347,85919,1.13334,0,-0.9,0,0
2019.02.22,00:00,1.13343,1.13552,1.13157,1.13334,70843,1.13562,0,-0.9,0,0
2019.02.25,00:00,1.1336,1.13672,1.13278,1.13562,68544,1.13877,1,20.2,1,0
2019.02.26,00:00,1.13585,1.14022,1.13447,1.13877,77042,1.13685,1,29.2,1,0
2019.02.27,00:00,1.1388,1.14031,1.13619,1.13685,79284,1.13697,0,-19.5,1,0
2019.02.28,00:00,1.13685,1.14192,1.13588,1.13697,87119,1.13643,1,1.2,0,0
2019.03.01,00:00,1.13697,1.14081,1.13529,1.13643,77528,1.13384,0,-5.4,0,0
2019.03.04,00:00,1.13809,1.13809,1.13086,1.13384,72092,1.13067,0,-42.5,1,0
2019.03.05,00:00,1.13387,1.13406,1.1289,1.13067,68749,1.13053,0,-32,1,0
2019.03.06,00:00,1.13067,1.13242,1.12849,1.13053,64743,1.11923,0,-1.4,0,0
2019.03.07,00:00,1.13055,1.13198,1.11756,1.11923,91240,1.12334,0,-113.2,1,1
2019.03.08,00:00,1.11925,1.12457,1.11848,1.12334,85371,1.12486,1,40.9,1,0
2019.03.11,00:00,1.12342,1.1258,1.12214,1.12486,68367,1.12877,1,14.4,1,0
2019.03.12,00:00,1.12489,1.13044,1.12468,1.12877,83601,1.133,1,38.8,1,0
2019.03.13,00:00,1.12875,1.13381,1.12769,1.133,67557,1.13039,1,42.5,1,0
2019.03.14,00:00,1.13303,1.13371,1.12937,1.13039,76083,1.13239,0,-26.4,1,0
2019.03.15,00:00,1.13035,1.13439,1.12994,1.13239,61420,1.13347,1,20.4,1,0
2019.03.18,00:00,1.1324,1.13586,1.13185,1.13347,55634,1.1349,1,10.7,1,0
2019.03.19,00:00,1.13349,1.13613,1.13332,1.1349,59046,1.14235,1,14.1,1,0
2019.03.20,00:00,1.13501,1.14477,1.13351,1.14235,84773,1.13724,1,73.4,1,1
2019.03.21,00:00,1.14241,1.14371,1.13421,1.13724,91356,1.12985,0,-51.7,1,1
2019.03.22,00:00,1.13726,1.13903,1.12726,1.12985,100381,1.13128,0,-74.1,1,1
2019.03.25,00:00,1.12948,1.1331,1.12885,1.13128,74740,1.12699,1,18,1,0
2019.03.26,00:00,1.13123,1.13255,1.12628,1.12699,75110,1.12508,0,-42.4,1,0
2019.03.27,00:00,1.12697,1.12852,1.12417,1.12508,96586,1.1226,0,-18.9,1,0
2019.03.28,00:00,1.12511,1.12607,1.12132,1.1226,91708,1.12165,0,-25.1,1,0
2019.03.29,00:00,1.12254,1.12463,1.12094,1.12165,85815,1.12117,0,-8.9,0,0
2019.04.01,00:00,1.12266,1.12494,1.12034,1.12117,71970,1.12033,0,-14.9,1,0
2019.04.02,00:00,1.12118,1.12156,1.11833,1.12033,69515,1.12317,0,-8.5,0,0
2019.04.03,00:00,1.12034,1.12542,1.11997,1.12317,69691,1.12194,1,28.3,1,0
2019.04.04,00:00,1.12317,1.12472,1.12055,1.12194,62094,1.12163,0,-12.3,1,0
2019.04.05,00:00,1.12191,1.12486,1.12096,1.12163,56232,1.12615,0,-2.8,0,0
2019.04.08,00:00,1.12165,1.12741,1.12115,1.12615,53128,1.12613,1,45,1,0
2019.04.09,00:00,1.12619,1.12838,1.12547,1.12613,62296,1.12727,0,-0.6,0,0
2019.04.10,00:00,1.12606,1.12873,1.12291,1.12727,67184,1.12522,1,12.1,1,0
2019.04.11,00:00,1.12717,1.1287,1.12494,1.12522,59749,1.12976,0,-19.5,1,0
2019.04.12,00:00,1.12524,1.13234,1.12524,1.12976,65158,1.13028,1,45.2,1,0
2019.04.15,00:00,1.13034,1.13205,1.12972,1.13028,50150,1.12795,0,-0.6,0,0
2019.04.16,00:00,1.13028,1.13135,1.12794,1.12795,69124,1.12949,0,-23.3,1,0
2019.04.17,00:00,1.12815,1.13232,1.12782,1.12949,61077,1.12288,1,13.4,1,0
2019.04.18,00:00,1.12947,1.13036,1.12258,1.12288,72223,1.12394,0,-65.9,1,1
2019.04.19,00:00,1.12292,1.12473,1.1227,1.12394,30160,1.12562,1,10.2,1,0
2019.04.22,00:00,1.12434,1.12616,1.12354,1.12562,24073,1.1226,1,12.8,1,0
2019.04.23,00:00,1.12562,1.12608,1.11919,1.1226,56041,1.11529,0,-30.2,1,0
2019.04.24,00:00,1.1226,1.12262,1.11403,1.11529,75034,1.113,0,-73.1,1,1
2019.04.25,00:00,1.11533,1.11621,1.11172,1.113,69528,1.11471,0,-23.3,1,0
2019.04.26,00:00,1.11302,1.11736,1.11103,1.11471,73256,1.11842,1,16.9,1,0
2019.04.29,00:00,1.11465,1.11865,1.11446,1.11842,48467,1.12141,1,37.7,1,0
2019.04.30,00:00,1.1184,1.12288,1.11753,1.12141,68075,1.11948,1,30.1,1,0
2019.05.01,00:00,1.12136,1.12644,1.11868,1.11948,61616,1.1171,0,-18.8,1,0
2019.05.02,00:00,1.1195,1.12186,1.11703,1.1171,68599,1.12012,0,-24,1,0
2019.05.03,00:00,1.1171,1.12044,1.11345,1.12012,73232,1.1198,1,30.2,1,0
2019.05.06,00:00,1.11772,1.12088,1.11699,1.1198,61159,1.11896,1,20.8,1,0
2019.05.07,00:00,1.11967,1.12175,1.11661,1.11896,74930,1.11903,0,-7.1,0,0
2019.05.08,00:00,1.11894,1.12132,1.11824,1.11903,85418,1.12136,1,0.9,0,0
2019.05.09,00:00,1.11902,1.12505,1.1173,1.12136,91402,1.12337,1,23.4,1,0
2019.05.10,00:00,1.12139,1.12531,1.12125,1.12337,82455,1.12208,1,19.8,1,0
2019.05.13,00:00,1.12347,1.12629,1.12208,1.12208,68311,1.1203,0,-13.9,1,0
2019.05.14,00:00,1.1222,1.12435,1.12007,1.1203,60823,1.12004,0,-19,1,0
2019.05.15,00:00,1.12029,1.1224,1.11775,1.12004,65754,1.11746,0,-2.5,0,0
2019.05.16,00:00,1.12006,1.12235,1.11658,1.11746,55005,1.11575,0,-26,1,0
2019.05.17,00:00,1.1174,1.1184,1.11547,1.11575,64946,1.1165,0,-16.5,1,0
2019.05.20,00:00,1.11592,1.11744,1.11501,1.1165,47334,1.11601,1,5.8,0,0
2019.05.21,00:00,1.11655,1.11876,1.11416,1.11601,57856,1.11495,0,-5.4,0,0
2019.05.22,00:00,1.11577,1.11799,1.11482,1.11495,48249,1.11803,0,-8.2,0,0
2019.05.23,00:00,1.11493,1.1187,1.11062,1.11803,69047,1.12047,1,31,1,0
2019.05.24,00:00,1.11799,1.12117,1.11725,1.12047,53888,1.1192,1,24.8,1,0
2019.05.27,00:00,1.12098,1.12147,1.11864,1.1192,25892,1.11597,0,-17.8,1,0
2019.05.28,00:00,1.11931,1.11979,1.11588,1.11597,57765,1.113,0,-33.4,1,0
2019.05.29,00:00,1.11597,1.1172,1.11239,1.113,64101,1.11284,0,-29.7,1,0
2019.05.30,00:00,1.11305,1.11429,1.11156,1.11284,55062,1.11674,0,-2.1,0,0
2019.05.31,00:00,1.11278,1.11793,1.11248,1.11674,85273,1.12398,1,39.6,1,0
2019.06.03,00:00,1.11632,1.12616,1.11598,1.12398,82135,1.1251,1,76.6,1,1
2019.06.04,00:00,1.12402,1.12769,1.1226,1.1251,79207,1.122,1,10.8,1,0
2019.06.05,00:00,1.12499,1.13062,1.12192,1.122,85086,1.12749,0,-29.9,1,0
2019.06.06,00:00,1.122,1.13083,1.12,1.12749,79740,1.13306,1,54.9,1,1
2019.06.07,00:00,1.12766,1.13473,1.12508,1.13306,76059,1.13107,1,54,1,1
2019.06.10,00:00,1.13234,1.13299,1.12896,1.13107,54052,1.13253,0,-12.7,1,0
2019.06.11,00:00,1.13103,1.1337,1.13008,1.13253,68029,1.12861,1,15,1,0
2019.06.12,00:00,1.13265,1.13429,1.12815,1.12861,68443,1.12753,0,-40.4,1,0
2019.06.13,00:00,1.12861,1.13033,1.12678,1.12753,62855,1.12101,0,-10.8,1,0
2019.06.14,00:00,1.12758,1.12887,1.1202,1.12101,75132,1.12175,0,-65.7,1,1
2019.06.17,00:00,1.12091,1.12465,1.12032,1.12175,47996,1.1192,1,8.4,0,0
2019.06.18,00:00,1.12176,1.12424,1.11809,1.1192,80931,1.1225,0,-25.6,1,0
2019.06.19,00:00,1.1192,1.12539,1.11867,1.1225,72946,1.12921,1,33,1,0
2019.06.20,00:00,1.12248,1.13168,1.12248,1.12921,96629,1.1368,1,67.3,1,1
2019.06.21,00:00,1.12933,1.13773,1.12826,1.1368,92078,1.13968,1,74.7,1,1
2019.06.24,00:00,1.13699,1.14036,1.13655,1.13968,63695,1.1365,1,26.9,1,0
2019.06.25,00:00,1.13972,1.14116,1.13439,1.1365,91861,1.13674,0,-32.2,1,0
2019.06.26,00:00,1.13651,1.13908,1.13471,1.13674,80274,1.13682,1,2.3,0,0
2019.06.27,00:00,1.13671,1.13811,1.13473,1.13682,69623,1.13689,1,1.1,0,0
2019.06.28,00:00,1.13685,1.13928,1.13501,1.13689,67259,1.12847,1,0.4,0,0
2019.07.01,00:00,1.13608,1.13706,1.12805,1.12847,78749,1.12836,0,-76.1,1,1
2019.07.02,00:00,1.12847,1.13214,1.12748,1.12836,63259,1.12767,0,-1.1,0,0
2019.07.03,00:00,1.12836,1.13116,1.12682,1.12767,59772,1.12831,0,-6.9,0,0
2019.07.04,00:00,1.12768,1.12946,1.12727,1.12831,27486,1.12255,1,6.3,0,0
2019.07.05,00:00,1.12834,1.12873,1.12071,1.12255,60394,1.12135,0,-57.9,1,1
2019.07.08,00:00,1.1223,1.12339,1.12065,1.12135,41679,1.12072,0,-9.5,0,0
2019.07.09,00:00,1.12135,1.12183,1.11928,1.12072,43772,1.12496,0,-6.3,0,0
2019.07.10,00:00,1.12074,1.12638,1.12014,1.12496,73336,1.12527,1,42.2,1,0
2019.07.11,00:00,1.12496,1.12853,1.12447,1.12527,75613,1.12695,1,3.1,0,0
2019.07.12,00:00,1.12523,1.12744,1.12379,1.12695,66855,1.12571,1,17.2,1,0
2019.07.15,00:00,1.12682,1.12834,1.12528,1.12571,50837,1.12094,0,-11.1,1,0
2019.07.16,00:00,1.12572,1.12629,1.12014,1.12094,62639,1.12225,0,-47.8,1,0
2019.07.17,00:00,1.12096,1.12331,1.11993,1.12225,49280,1.12756,1,12.9,1,0
2019.07.18,00:00,1.12232,1.128,1.12048,1.12756,75586,1.12195,1,52.4,1,1
2019.07.19,00:00,1.12754,1.12815,1.12029,1.12195,73927,1.12083,0,-55.9,1,1
2019.07.22,00:00,1.12136,1.12248,1.12058,1.12083,55086,1.11504,0,-5.3,0,0
2019.07.23,00:00,1.12074,1.1209,1.11454,1.11504,52231,1.11393,0,-57,1,1
2019.07.24,00:00,1.11501,1.11553,1.11265,1.11393,50889,1.11459,0,-10.8,1,0
2019.07.25,00:00,1.11399,1.11873,1.11009,1.11459,76768,1.11263,1,6,0,0
2019.07.26,00:00,1.11465,1.11505,1.11114,1.11263,50081,1.1144,0,-20.2,1,0
2019.07.29,00:00,1.11241,1.11505,1.11125,1.1144,41382,1.11548,1,19.9,1,0
2019.07.30,00:00,1.11443,1.11607,1.11317,1.11548,57242,1.10743,1,10.5,1,0
2019.07.31,00:00,1.11538,1.11616,1.10597,1.10743,89376,1.10844,0,-79.5,1,1
2019.08.01,00:00,1.10757,1.10954,1.10264,1.10844,119293,1.11045,1,8.7,0,0
2019.08.02,00:00,1.10806,1.11159,1.10695,1.11045,126450,1.12025,1,23.9,1,0
2019.08.05,00:00,1.1107,1.12127,1.11041,1.12025,117178,1.1199,1,95.5,1,1
2019.08.06,00:00,1.12023,1.12492,1.1167,1.1199,115958,1.1198,0,-3.3,0,0
2019.08.07,00:00,1.1196,1.12415,1.11784,1.1198,125710,1.11793,1,2,0,0
2019.08.08,00:00,1.11975,1.12323,1.11764,1.11793,95370,1.12003,0,-18.2,1,0
2019.08.09,00:00,1.11784,1.12226,1.11777,1.12003,72294,1.1212,1,21.9,1,0
2019.08.12,00:00,1.11981,1.12302,1.11615,1.1212,77011,1.11703,1,13.9,1,0
2019.08.13,00:00,1.12124,1.12282,1.11696,1.11703,102204,1.11373,0,-42.1,1,0
2019.08.14,00:00,1.11691,1.11903,1.11303,1.11373,100208,1.11055,0,-31.8,1,0
2019.08.15,00:00,1.11378,1.1158,1.1091,1.11055,116946,1.10888,0,-32.3,1,0
2019.08.16,00:00,1.11065,1.11118,1.10659,1.10888,73601,1.10768,0,-17.7,1,0
2019.08.19,00:00,1.10926,1.11133,1.10756,1.10768,50670,1.10999,0,-15.8,1,0
2019.08.20,00:00,1.10767,1.11063,1.1065,1.10999,66255,1.10835,1,23.2,1,0
2019.08.21,00:00,1.10979,1.11067,1.10796,1.10835,64303,1.10783,0,-14.4,1,0
2019.08.22,00:00,1.10836,1.11127,1.10631,1.10783,72161,1.11446,0,-5.3,0,0
2019.08.23,00:00,1.10783,1.1153,1.10511,1.11446,108554,1.11011,1,66.3,1,1
2019.08.26,00:00,1.11474,1.11635,1.10936,1.11011,142245,1.10891,0,-46.3,1,0
2019.08.27,00:00,1.10996,1.11155,1.10852,1.10891,93604,1.10762,0,-10.5,1,0
2019.08.28,00:00,1.10894,1.10974,1.10727,1.10762,90453,1.10559,0,-13.2,1,0
2019.08.29,00:00,1.10767,1.10924,1.10416,1.10559,91791,1.09933,0,-20.8,1,0
2019.08.30,00:00,1.10558,1.10624,1.09627,1.09933,93757,1.09674,0,-62.5,1,1
2019.09.02,00:00,1.09879,1.09963,1.09574,1.09674,58696,1.09727,0,-20.5,1,0
2019.09.03,00:00,1.09672,1.09783,1.09251,1.09727,103916,1.10344,1,5.5,0,0
2019.09.04,00:00,1.09728,1.10379,1.09681,1.10344,88926,1.10336,1,61.6,1,1
2019.09.05,00:00,1.10339,1.10842,1.10163,1.10336,97239,1.10245,0,-0.3,0,0
2019.09.06,00:00,1.10331,1.10568,1.10198,1.10245,88292,1.10471,0,-8.6,0,0
2019.09.09,00:00,1.10257,1.10676,1.1015,1.10471,62852,1.10429,1,21.4,1,0
2019.09.10,00:00,1.10474,1.10589,1.103,1.10429,55654,1.10099,0,-4.5,0,0
2019.09.11,00:00,1.10427,1.10551,1.09847,1.10099,53391,1.10627,0,-32.8,1,0
2019.09.12,00:00,1.10099,1.10867,1.09261,1.10627,83904,1.10755,1,52.8,1,1
2019.09.13,00:00,1.1063,1.1109,1.10549,1.10755,65382,1.09988,1,12.5,1,0
2019.09.16,00:00,1.10734,1.10859,1.09927,1.09988,63683,1.10721,0,-74.6,1,1
2019.09.17,00:00,1.09981,1.10741,1.09897,1.10721,65888,1.10296,1,74,1,1
2019.09.18,00:00,1.10722,1.10753,1.10132,1.10296,62300,1.10405,0,-42.6,1,0
2019.09.19,00:00,1.10295,1.1073,1.10223,1.10405,67475,1.10189,1,11,1,0
2019.09.20,00:00,1.10405,1.10671,1.09957,1.10189,64322,1.09922,0,-21.6,1,0
2019.09.23,00:00,1.10102,1.10249,1.09656,1.09922,53675,1.1019,0,-18,1,0
2019.09.24,00:00,1.09922,1.10235,1.09833,1.1019,54343,1.0941,1,26.8,1,0
2019.09.25,00:00,1.10189,1.10225,1.0937,1.0941,57599,1.09184,0,-77.9,1,1
2019.09.26,00:00,1.09406,1.09668,1.09083,1.09184,53543,1.09402,0,-22.2,1,0
2019.09.27,00:00,1.09184,1.09582,1.09043,1.09402,50703,1.08988,1,21.8,1,0
2019.09.30,00:00,1.09395,1.09472,1.08844,1.08988,44442,1.09308,0,-40.7,1,0
2019.10.01,00:00,1.08988,1.09422,1.08786,1.09308,52085,1.09587,1,32,1,0
2019.10.02,00:00,1.09308,1.09631,1.09038,1.09587,49037,1.09625,1,27.9,1,0
2019.10.03,00:00,1.09581,1.09988,1.09404,1.09625,58927,1.0976,1,4.4,0,0
2019.10.04,00:00,1.09625,1.09978,1.09565,1.0976,53520,1.09701,1,13.5,1,0
2019.10.07,00:00,1.09796,1.1,1.09614,1.09701,40302,1.09557,0,-9.5,0,0
2019.10.08,00:00,1.097,1.09955,1.09407,1.09557,52190,1.09707,0,-14.3,1,0
2019.10.09,00:00,1.09557,1.09898,1.09494,1.09707,41336,1.10047,1,15,1,0
2019.10.10,00:00,1.09701,1.10333,1.09693,1.10047,58180,1.10339,1,34.6,1,0
2019.10.11,00:00,1.10046,1.10623,1.10003,1.10339,64564,1.10245,1,29.3,1,0
2019.10.14,00:00,1.10324,1.10423,1.10123,1.10245,40042,1.10317,0,-7.9,0,0
2019.10.15,00:00,1.10247,1.10456,1.09908,1.10317,57667,1.10707,1,7,0,0
2019.10.16,00:00,1.10316,1.1085,1.1022,1.10707,58826,1.11231,1,39.1,1,0
2019.10.17,00:00,1.10707,1.11394,1.10646,1.11231,62194,1.11696,1,52.4,1,1
2019.10.18,00:00,1.11233,1.11699,1.11142,1.11696,45805,1.11486,1,46.3,1,0
2019.10.21,00:00,1.11621,1.1179,1.11383,1.11486,40819,1.1124,0,-13.5,1,0
2019.10.22,00:00,1.11484,1.11563,1.11172,1.1124,41887,1.11294,0,-24.4,1,0
2019.10.23,00:00,1.11239,1.11401,1.11057,1.11294,36329,1.11034,1,5.5,0,0
2019.10.24,00:00,1.11293,1.11622,1.10926,1.11034,46328,1.10791,0,-25.9,1,0
2019.10.25,00:00,1.11034,1.11224,1.10725,1.10791,32668,1.1099,0,-24.3,1,0
2019.10.28,00:00,1.10787,1.11061,1.10756,1.1099,31213,1.11114,1,20.3,1,0
2019.10.29,00:00,1.1099,1.1118,1.10731,1.11114,35600,1.11512,1,12.4,1,0
2019.10.30,00:00,1.11113,1.11529,1.10796,1.11512,48541,1.1151,1,39.9,1,0
2019.10.31,00:00,1.11514,1.11752,1.1131,1.1151,49738,1.11638,0,-0.4,0,0
2019.11.01,00:00,1.11508,1.11713,1.11277,1.11638,39520,1.11269,1,13,1,0
2019.11.04,00:00,1.1169,1.11749,1.11243,1.11269,35030,1.10739,0,-42.1,1,0
2019.11.05,00:00,1.11266,1.11397,1.10631,1.10739,47283,1.10655,0,-52.7,1,1
2019.11.06,00:00,1.10739,1.10923,1.10643,1.10655,36168,1.10493,0,-8.4,0,0
2019.11.07,00:00,1.10655,1.10912,1.10357,1.10493,51434,1.10185,0,-16.2,1,0
2019.11.08,00:00,1.10494,1.10549,1.10162,1.10185,37783,1.1032,0,-30.9,1,0
2019.11.11,00:00,1.10179,1.10426,1.10161,1.1032,26179,1.10085,1,14.1,1,0
2019.11.12,00:00,1.1032,1.10381,1.1002,1.10085,35718,1.1005,0,-23.5,1,0
2019.11.13,00:00,1.10086,1.10198,1.09949,1.1005,38597,1.10201,0,-3.6,0,0
2019.11.14,00:00,1.10049,1.1027,1.09886,1.10201,37984,1.10514,1,15.2,1,0
2019.11.15,00:00,1.10201,1.10563,1.10141,1.10514,31982,1.10712,1,31.3,1,0
2019.11.18,00:00,1.10479,1.10895,1.10479,1.10712,32973,1.10777,1,23.3,1,0
2019.11.19,00:00,1.1071,1.10834,1.10621,1.10777,30670,1.1072,1,6.7,0,0
2019.11.20,00:00,1.10777,1.10809,1.10525,1.1072,39600,1.10578,0,-5.7,0,0
2019.11.21,00:00,1.1072,1.10965,1.10517,1.10578,36017,1.10185,0,-14.2,1,0
2019.11.22,00:00,1.10577,1.10866,1.1014,1.10185,36491,1.10123,0,-39.2,1,0
2019.11.25,00:00,1.10152,1.10318,1.10031,1.10123,32940,1.10192,0,-2.9,0,0
2019.11.26,00:00,1.10112,1.10251,1.10067,1.10192,33527,1.09986,1,8,0,0
2019.11.27,00:00,1.10191,1.10243,1.09919,1.09986,34239,1.10064,0,-20.5,1,0
2019.11.28,00:00,1.09984,1.10174,1.09983,1.10064,24561,1.10183,1,8,0,0
2019.11.29,00:00,1.10056,1.10277,1.09806,1.10183,32060,1.10781,1,12.7,1,0
2019.12.02,00:00,1.10232,1.10904,1.10025,1.10781,36846,1.10806,1,54.9,1,1
2019.12.03,00:00,1.10779,1.1093,1.10655,1.10806,37297,1.10772,1,2.7,0,0
2019.12.04,00:00,1.10806,1.11155,1.10663,1.10772,40878,1.11039,0,-3.4,0,0
2019.12.05,00:00,1.10769,1.11075,1.10767,1.11039,31984,1.10592,1,27,1,0
2019.12.06,00:00,1.11039,1.11093,1.10391,1.10592,31167,1.10633,0,-44.7,1,0
2019.12.09,00:00,1.10568,1.10775,1.10529,1.10633,25426,1.10916,1,6.5,0,0
2019.12.10,00:00,1.10632,1.10972,1.10623,1.10916,31210,1.11291,1,28.4,1,0
2019.12.11,00:00,1.10911,1.11443,1.10697,1.11291,38445,1.11283,1,38,1,0
2019.12.12,00:00,1.11291,1.11537,1.11026,1.11283,48133,1.1117,0,-0.8,0,0
2019.12.13,00:00,1.11282,1.11989,1.11115,1.1117,66925,1.11432,0,-11.2,1,0
2019.12.16,00:00,1.11276,1.11576,1.11222,1.11432,34671,1.11484,1,15.6,1,0
2019.12.17,00:00,1.11434,1.11741,1.11287,1.11484,39604,1.11118,1,5,0,0
2019.12.18,00:00,1.1148,1.11537,1.11098,1.11118,35934,1.11196,0,-36.2,1,0
2019.12.19,00:00,1.11124,1.11438,1.11067,1.11196,38343,1.10741,1,7.2,0,0
2019.12.20,00:00,1.11191,1.11242,1.10659,1.10741,33368,1.10892,0,-45,1,0
2019.12.23,00:00,1.10801,1.10954,1.10694,1.10892,32740,1.10847,1,9.1,0,0
2019.12.24,00:00,1.10892,1.10935,1.10687,1.10847,25154,1.10971,0,-4.5,0,0
2019.12.26,00:00,1.10896,1.11084,1.10816,1.10971,12341,1.11757,1,7.5,0,0
2019.12.27,00:00,1.1097,1.11878,1.1093,1.11757,41317,1.11982,1,78.7,1,1
2019.12.30,00:00,1.11726,1.12202,1.11715,1.11982,40432,1.12228,1,25.6,1,0
2019.12.31,00:00,1.11982,1.12387,1.11972,1.12228,33733,1.11719,1,24.6,1,0
2020.01.02,00:00,1.12128,1.12139,1.11631,1.11719,34264,1.11551,0,-40.9,1,0
2020.01.03,00:00,1.11719,1.11793,1.11246,1.11551,44415,1.11965,0,-16.8,1,0
2020.01.06,00:00,1.11637,1.1205,1.11567,1.11965,38249,1.11523,1,32.8,1,0
2020.01.07,00:00,1.11965,1.11972,1.11331,1.11523,41717,1.1105,0,-44.2,1,0
